City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Tarakan,3.3,117.6333,78.04,82,100,4.29,ID,1611604166
Bay Roberts,47.5999,-53.2648,28.99,82,100,1.99,CA,1611604166
Port-Gentil,-0.7193,8.7815,80.6,83,40,4.61,GA,1611604167
Troitskoye,52.9821,84.6757,-11.92,90,100,4.12,RU,1611604167
Liverpool,53.4106,-2.9779,37.4,81,97,10.36,GB,1611604135
Leshukonskoye,64.8989,45.7622,34.83,98,100,6.58,RU,1611604167
Celestún,20.8667,-90.4,81.55,66,100,3.11,MX,1611604168
Jacareacanga,-6.2222,-57.7528,91.4,55,20,6.91,BR,1611603910
Laguna,38.421,-121.4238,51.01,57,75,10.36,US,1611604168
Yinchuan,38.4681,106.2731,24.85,78,36,2.82,CN,1611604168
Nantucket,41.2835,-70.0995,33.8,44,1,11.5,US,1611604168
Codrington,-38.2667,141.9667,60.75,87,100,12.03,AU,1611604168
Kirakira,-10.4544,161.9205,81.09,80,90,7.87,SB,1611604169
Warri,5.5167,5.75,81.37,70,100,6.98,NG,1611604169
Tabou,4.423,-7.3528,78.39,83,0,6.76,CI,1611604169
Makakilo City,21.3469,-158.0858,78.8,73,75,4.61,US,1611604169
Santa Helena de Goiás,-17.8136,-50.5969,85.69,60,80,5.23,BR,1611604169
Haines Junction,60.7522,-137.5108,1.4,85,100,1.14,CA,1611604170
Rūdbār,30.15,62.6,45.25,41,0,5.03,AF,1611604170
Songwa,-3.5167,33.5167,68.13,86,100,3.24,TZ,1611604170
Treuchtlingen,48.95,10.9167,30.99,100,75,3.44,DE,1611604170
Deputatsky,69.3,139.9,-41.12,82,78,0.74,RU,1611604170
Dongsheng,39.8161,109.9776,17.78,70,100,10.96,CN,1611604171
Muzhi,65.3667,64.6667,-19.64,87,100,4.23,RU,1611604171
Kirovskiy,45.0917,133.5136,17.46,96,100,8.1,RU,1611604171
Oranjemund,-28.55,16.4333,64.33,89,11,7.11,NA,1611604171
Kota Kinabalu,5.9749,116.0724,75.2,94,20,4.61,MY,1611604131
Bereda,43.2686,-7.5406,54.0,100,100,1.01,ES,1611604171
Saint George,37.1041,-113.5841,39.99,81,90,6.91,US,1611604172
Malbork,54.0359,19.0266,32.0,91,100,1.99,PL,1611604172
Nova Serrana,-19.8761,-44.9836,80.08,69,21,3.83,BR,1611603898
Urengoy,65.9667,78.3667,-31.23,81,100,15.57,RU,1611604172
Chiang Khong,20.2613,100.4046,60.8,100,0,1.14,TH,1611604172
San Luis,-33.295,-66.3356,95.67,17,39,12.5,AR,1611604173
São Paulo do Potengi,-5.895,-35.7628,86.0,65,40,14.97,BR,1611604173
Palmer,42.1584,-72.3287,34.0,27,20,5.75,US,1611604044
Komatsu,36.4026,136.4509,32.0,100,20,2.3,JP,1611604173
Henties Bay,-22.116,14.2845,71.01,86,70,9.8,NA,1611604173
Dombarovskiy,50.7587,59.5386,29.79,98,100,5.97,RU,1611604173
La Ronge,55.1001,-105.2842,-20.2,69,56,2.3,CA,1611604174
Bolaños de Calatrava,38.9069,-3.6635,55.0,100,75,14.97,ES,1611604174
Puerto Baquerizo Moreno,-0.9,-89.6,82.4,83,40,11.5,EC,1611604174
Taylorville,39.5489,-89.2945,33.01,93,90,11.5,US,1611604174
Muisne,0.6,-80.0333,80.6,100,75,3.44,EC,1611604175
Pangai,-19.8,-174.35,78.8,89,75,6.91,TO,1611604175
Lindenberg,49.3803,8.0986,36.0,96,43,6.31,DE,1611604175
Ojinaga,29.5667,-104.4167,57.2,30,1,3.09,MX,1611604175
Ukiah,39.1502,-123.2078,46.99,53,75,9.22,US,1611603898
Ambon City,-3.6954,128.1814,78.01,15,100,14.97,ID,1611604176
Tual,-5.6667,132.75,84.36,74,100,16.87,ID,1611604176
Alexandria,31.2156,29.9553,53.6,82,0,3.44,EG,1611604176
Palmeira,-25.4294,-50.0064,70.74,93,100,3.09,BR,1611604176
George Town,5.4112,100.3354,79.0,94,20,1.14,MY,1611604119
Korla,41.7597,86.1469,19.24,84,2,2.19,CN,1611604177
Fukuechō,32.6881,128.8419,56.89,83,100,21.88,JP,1611604177
Marystown,47.1666,-55.1483,32.34,94,95,5.99,CA,1611604177
Vestmanna,62.1564,-7.1664,30.2,74,20,8.05,FO,1611604178
Bose,45.4612,8.0137,33.8,40,0,6.91,IT,1611604178
Balabac,7.9868,117.0645,79.3,82,93,5.97,PH,1611604178
Govlyar,40.948,45.735,30.2,74,20,4.61,AZ,1611604178
Ushtobe,45.2514,77.9838,3.29,91,98,2.66,KZ,1611604178
Geraldton,-28.7667,114.6,70.18,68,92,13.24,AU,1611604179
Iquique,-20.2208,-70.1431,73.4,64,0,19.57,CL,1611604179
Voh,-20.9667,164.7,77.09,81,59,7.02,NC,1611604179
Margate,51.3813,1.3862,37.0,70,16,5.99,GB,1611604180
Ancud,-41.8697,-73.8203,62.6,42,0,14.97,CL,1611604180
San Quintín,30.4833,-115.95,55.98,55,52,27.76,MX,1611604180
Huarmey,-10.0681,-78.1522,77.32,61,95,11.34,PE,1611604180
Port-Cartier,50.0334,-66.8654,37.0,60,100,10.36,CA,1611604180
Asău,46.4333,26.4,41.0,52,0,8.05,RO,1611604181
Coahuayana Viejo,18.7333,-103.6833,77.0,61,40,7.4,MX,1611604181
Kenai,60.5544,-151.2583,24.8,93,1,9.22,US,1611604181
Calca,-13.3333,-71.95,68.0,37,40,6.91,PE,1611604181
Memaliaj,40.3517,19.9803,46.99,84,100,1.99,AL,1611604182
Aitape,-3.1374,142.3475,77.76,82,100,4.41,PG,1611604182
Basoko,1.2391,23.616,73.76,89,96,2.91,CD,1611604182
Tabuk,17.4189,121.4443,72.48,92,100,4.54,PH,1611604182
Quelimane,-17.8786,36.8883,77.0,94,40,4.61,MZ,1611604182
Sørland,67.667,12.6934,35.6,87,40,9.22,NO,1611604182
Aykhal,66.0,111.5,-38.09,78,42,1.79,RU,1611604183
Hilton Head,32.2163,-80.7526,66.2,82,1,9.22,US,1611604183
Te Anau,-45.4167,167.7167,62.2,79,77,9.04,NZ,1611604183
Dunedin,-45.8742,170.5036,63.0,76,100,4.0,NZ,1611604183
Neuquén,-38.9516,-68.0591,91.4,14,0,6.91,AR,1611604033
Hofn,64.2539,-15.2082,23.0,54,0,12.66,IS,1611604183
Avera,33.194,-82.5271,75.2,57,40,12.66,US,1611604184
‘Ewa Beach,21.3156,-158.0072,78.8,73,75,4.61,US,1611604090
Rizhao,35.4275,119.4553,41.18,91,100,8.41,CN,1611604184
Kidal,18.4411,1.4078,68.04,17,0,9.62,ML,1611604184
Grindavik,63.8424,-22.4338,28.4,46,75,28.77,IS,1611604184
Derzhavīnsk,51.1,66.3167,25.29,98,100,11.3,KZ,1611604184
Glenwood Springs,39.5505,-107.3248,32.0,85,90,4.25,US,1611603985
Esso,55.9333,158.7,4.68,86,100,3.27,RU,1611604185
São João da Barra,-21.6403,-41.0511,87.8,55,0,20.71,BR,1611604185
Wichita Falls,33.9137,-98.4934,62.01,39,1,13.8,US,1611603936
Abrau-Dyurso,44.69,37.59,51.8,62,100,22.37,RU,1611604186
Ranfurly,-45.1333,170.1,64.99,66,81,9.86,NZ,1611604186
Kondol',52.8189,45.058,32.0,78,100,12.26,RU,1611604186
Vuktyl,63.8567,57.3094,34.14,98,100,9.17,RU,1611604186
Marabu,4.4148,114.0089,77.0,100,40,3.44,MY,1611604186
Salinas,36.6777,-121.6555,51.8,43,20,16.11,US,1611604187
Edwardsville,38.8114,-89.9532,37.0,100,90,14.97,US,1611604187
Verkhoyansk,67.5447,133.385,-42.97,76,92,1.63,RU,1611604187
Banda Aceh,5.5577,95.3222,77.86,81,100,8.68,ID,1611604187
Atherton,53.5237,-2.4935,37.99,75,100,1.99,GB,1611604187
Inuvik,68.3499,-133.7218,-9.4,77,94,2.3,CA,1611604188
Vanavara,60.34,102.2797,-33.95,83,80,2.01,RU,1611604188
Ayan,56.45,138.1667,-19.66,77,0,5.21,RU,1611604188
Hopkinsville,36.8656,-87.4886,48.2,100,90,10.45,US,1611604188
Jatai,-17.8814,-51.7144,79.36,76,99,4.76,BR,1611604189
Teahupoo,-17.8333,-149.2667,82.4,74,75,4.61,PF,1611604189
Togitsu,32.8333,129.85,51.37,80,100,6.46,JP,1611604189
Øksfjord,70.2396,22.3479,19.4,68,75,11.5,NO,1611604189
Najrān,17.4924,44.1277,59.0,33,25,2.28,SA,1611604189
Senanga,-16.1167,23.2667,69.42,90,100,5.57,ZM,1611604189
Hot Springs,34.5037,-93.0552,71.6,78,75,10.36,US,1611604190
Khani,41.9563,42.9566,50.0,32,0,10.36,GE,1611604190
Hasaki,35.7333,140.8333,35.6,93,20,6.91,JP,1611604190
Harper,4.375,-7.7169,78.69,84,1,6.91,LR,1611604191
Salym,60.0625,71.4789,-14.76,89,100,9.78,RU,1611604191
Tyukhtet,56.5389,89.3011,-28.62,85,100,1.57,RU,1611604191
Cockburn Town,21.4612,-71.1419,77.0,73,40,13.8,TC,1611604045
Vao,-22.6667,167.4833,76.64,73,96,24.2,NC,1611604192
Divnogorsk,55.9594,92.3619,-32.8,68,40,2.24,RU,1611604192
Sambava,-14.2667,50.1667,79.3,80,100,0.49,MG,1611604192
Manado,1.487,124.8455,73.4,94,40,2.3,ID,1611604192
Portland,45.5234,-122.6762,41.0,87,90,5.75,US,1611603921
Qasigiannguit,68.8193,-51.1922,8.6,47,1,8.05,GL,1611604193
Vostok,46.4856,135.8833,8.38,94,100,5.35,RU,1611604193
Gouré,13.9835,10.2704,75.0,8,85,7.0,NE,1611604193
Pelym,61.0108,61.9978,6.62,95,100,4.59,RU,1611604193
Örnsköldsvik,63.2909,18.7153,19.4,93,90,6.91,SE,1611604194
Hirara,24.8,125.2833,68.14,56,0,4.72,JP,1611604194
Bambanglipuro,-7.95,110.2833,76.8,81,93,3.8,ID,1611604194
Cocobeach,1.0002,9.5823,84.2,84,40,10.36,GA,1611604194
Bonavista,48.6499,-53.1147,27.0,93,100,2.3,CA,1611604194
Mana,5.6592,-53.7767,80.46,72,19,8.52,GF,1611604195
Kailua,21.4022,-157.7394,78.8,69,90,14.97,US,1611604195
Egvekinot,66.3167,-179.1667,-8.1,90,87,7.36,RU,1611604195
San Patricio,28.017,-97.5169,82.4,69,75,4.61,US,1611604195
Sinop Province,41.7711,34.8709,42.01,73,99,17.16,TR,1611603965
Strezhevoy,60.7333,77.5889,-40.0,67,100,11.18,RU,1611604195
Hualmay,-11.0964,-77.6139,77.11,64,75,10.78,PE,1611604196
Staryy Nadym,65.6118,72.6842,-22.11,87,100,21.34,RU,1611604196
Petropavlovsk-Kamchatskiy,53.0452,158.6483,1.4,60,96,4.47,RU,1611604196
Kousséri,12.0769,15.0306,77.0,14,65,5.75,CM,1611604196
Erzin,36.9559,36.2,53.01,50,62,4.61,TR,1611604197
Havre-St-Pierre,50.2334,-63.5986,37.4,60,90,19.57,CA,1611604197
Grafton,42.207,-71.6856,35.01,27,1,17.27,US,1611604197
Mahabalipuram,12.6264,80.1722,77.0,78,20,4.61,IN,1611604197
Esqueda,30.7167,-109.5833,43.47,63,87,29.71,MX,1611604197
Rāmgarh,23.6333,85.5167,57.2,67,0,3.83,IN,1611604197
Auki,-8.7676,160.7034,78.64,80,97,5.57,SB,1611604198
Malnaş,46.0167,25.8333,30.99,80,28,4.0,RO,1611604198
Nānākuli,21.3906,-158.1547,78.01,73,75,4.61,US,1611604198
Yantzaza,-3.8278,-78.7594,72.81,78,100,0.89,EC,1611604198
Marquette,46.5333,-87.6335,19.99,72,81,7.38,US,1611604198
Yuxia,34.0615,108.6291,37.99,93,35,4.47,CN,1611604198
Arlit,18.7369,7.3853,66.07,19,0,7.18,NE,1611604199
Samarai,-10.6167,150.6667,79.88,78,100,5.77,PG,1611604199
Mairinque,-23.5458,-47.1833,86.0,39,20,8.05,BR,1611604199
Verkhnevilyuysk,63.4453,120.3167,-48.84,76,14,3.0,RU,1611604199
Sinnamary,5.3833,-52.95,79.81,77,87,9.33,GF,1611604199
Coro,11.4045,-69.6734,83.37,58,100,19.13,VE,1611604199
Katherine,-14.4667,132.2667,77.0,94,90,5.75,AU,1611604200
Dalmeny,52.3334,-106.7679,-20.2,69,40,8.05,CA,1611604200
Cabedelo,-6.9811,-34.8339,84.2,65,20,17.27,BR,1611604200
Port Moresby,-9.4431,147.1797,73.4,94,40,5.75,PG,1611604200
Ossora,59.2353,163.0719,9.3,94,100,12.93,RU,1611604200
Soyo,-6.1349,12.3689,79.9,81,49,7.7,AO,1611604201
Biak,-0.9131,122.8766,73.45,89,100,8.55,ID,1611604201
Nhulunbuy,-12.2333,136.7667,80.6,83,100,9.22,AU,1611604201
Curup,-3.4667,102.5333,67.3,94,100,1.01,ID,1611604201
Takoradze,4.8845,-1.7554,79.52,77,0,9.93,GH,1611604201
Preobrazheniye,42.9019,133.9064,27.21,92,100,9.95,RU,1611604202
Ginda,30.6945,78.4932,39.52,48,0,6.91,IN,1611604203
Khasan,42.4308,130.6434,31.05,98,100,1.88,RU,1611604203
Iralaya,15.0,-83.2333,81.21,71,100,12.71,HN,1611604203
Mil'kovo,54.7167,158.6167,3.25,93,100,2.19,RU,1611604203
Lizzano,40.391,17.4476,57.0,71,20,11.5,IT,1611604204
Menongue,-14.6585,17.691,66.07,75,55,1.95,AO,1611604204
Bokoro,12.3807,17.0568,80.2,17,100,12.97,TD,1611604204
Ahar,38.4774,47.0699,22.42,85,0,8.97,IR,1611604205
Tautira,-17.7333,-149.15,82.4,74,75,4.61,PF,1611604205
Altay,47.8667,88.1167,-1.7,77,100,1.45,CN,1611604205
Dingle,10.9995,122.6711,72.81,92,66,8.19,PH,1611604205
Ngaoundéré,7.3167,13.5833,67.78,25,54,4.45,CM,1611603921
Chimbote,-9.0853,-78.5783,77.38,60,97,10.92,PE,1611604205
Vila do Maio,15.1333,-23.2167,75.2,60,0,16.11,CV,1611604206
Kollam,8.8833,76.6,77.0,73,20,7.54,IN,1611604206
Lázaro Cárdenas,17.9583,-102.2,81.88,60,0,9.86,MX,1611604206
Hoshcha,50.6003,26.6744,35.58,97,100,11.07,UA,1611604206
Jensen Beach,27.2545,-80.2298,79.0,69,75,13.8,US,1611604206
Starozhilovo,54.2254,39.916,30.85,98,100,12.71,RU,1611604207
Port Keats,-14.25,129.55,77.2,91,100,17.9,AU,1611604207
Arrondissement de Morlaix,48.5833,-4.0,37.4,75,0,2.3,FR,1611604207
Maltahöhe,-24.8333,16.9833,82.72,28,99,19.84,NA,1611604207
Zhigansk,66.7697,123.3711,-55.28,66,67,5.26,RU,1611604207
Kalāleh,37.3807,55.4916,43.65,52,0,6.73,IR,1611604208
Nioro,13.35,-15.75,83.71,13,0,6.22,GM,1611604208
Grand-Santi,4.25,-54.3833,85.42,60,49,4.45,GF,1611604208
Alofi,-19.0595,-169.9187,77.0,94,90,4.61,NU,1611604208
Shimoda,34.6667,138.95,37.0,74,0,7.63,JP,1611604208
Doha,25.2867,51.5333,64.4,77,0,5.75,QA,1611604208
Beringovskiy,63.05,179.3167,-3.48,90,100,16.11,RU,1611604209
Guerrero Negro,27.9769,-114.0611,64.31,47,49,19.93,MX,1611604209
Northam,51.0333,-4.2167,37.99,84,10,4.0,GB,1611604210
Lusambo,-4.9667,23.45,70.18,94,76,1.1,CD,1611604210
Emerald,-23.5333,148.1667,71.6,83,100,4.61,AU,1611604210
Royan,45.6285,-1.0281,37.4,70,0,3.44,FR,1611604210
Westport,41.1415,-73.3579,37.0,45,90,7.14,US,1611603988
Marzuq,14.4,46.4667,55.96,32,0,1.16,YE,1611604210
Abapó,-18.8333,-63.4667,87.37,43,88,13.18,BO,1611604211
Port Hardy,50.6996,-127.4199,37.4,87,75,3.44,CA,1611604200
Mitú,1.1983,-70.1733,80.55,91,95,3.06,CO,1611604211
Launceston,-41.45,147.1667,63.0,94,75,8.05,AU,1611604211
Mosquera,4.7059,-74.2302,64.4,59,75,6.91,CO,1611603996
Tutóia,-2.7619,-42.2744,82.4,74,75,6.91,BR,1611604122
Ca Mau,9.1769,105.15,73.02,81,23,3.8,VN,1611604212
Baykit,61.67,96.37,-38.99,76,23,1.14,RU,1611604212
Hohhot,40.8106,111.6522,3.2,78,0,6.71,CN,1611604212
Cap Malheureux,-19.9842,57.6142,75.99,84,19,1.99,MU,1611604212
Jinan,36.6683,116.9972,37.0,87,79,3.09,CN,1611604213
Wanning,18.8003,110.3967,69.98,89,98,6.38,CN,1611604213
Selenginsk,52.0064,106.8647,5.0,66,40,6.71,RU,1611604213
Tobermory,45.2501,-81.6665,30.2,64,97,10.36,CA,1611604213
Ayutla,20.1167,-104.3333,78.13,19,0,9.15,MX,1611604214
Storebø,60.0948,5.2271,30.0,86,40,4.61,NO,1611604214
Porto-Novo,6.4965,2.6036,84.2,79,80,8.05,BJ,1611604214
Røros,62.5747,11.3842,-14.8,76,0,2.26,NO,1611604214
Ribeira Grande,38.5167,-28.7,64.4,94,75,16.11,PT,1611604214
Caraquet,47.7941,-64.9386,37.4,60,100,5.75,CA,1611604215
Zaysan,47.4667,84.8667,-3.41,87,100,0.56,KZ,1611604215
Trairi,-3.2778,-39.2689,82.4,74,92,12.44,BR,1611604215
Priyutnoye,46.1011,43.5072,33.51,92,0,12.26,RU,1611604215
Robertsport,6.7533,-11.3686,79.54,82,0,10.09,LR,1611604216
Veranópolis,-28.9361,-51.5494,75.0,67,100,1.01,BR,1611604216
Gomel,52.4345,30.9754,37.4,100,90,17.9,BY,1611604216
Níjar,36.9665,-2.206,59.0,94,20,13.8,ES,1611604216
Starominskaya,46.53,39.0497,37.8,76,100,10.78,RU,1611604217
Sumenep,-7.0167,113.8667,77.47,83,100,5.93,ID,1611604217
Verkhniy Baskunchak,48.2256,46.7217,28.27,95,3,10.87,RU,1611604217
La Palma,33.8464,-118.0467,55.99,58,75,19.57,US,1611604084
Bilma,18.6853,12.9164,64.98,21,0,7.29,NE,1611604217
Chapais,49.7834,-74.8492,10.4,72,90,3.44,CA,1611604060
Sept-Îles,50.2001,-66.3821,37.4,60,100,10.36,CA,1611604218
Pictou,45.6834,-62.7153,30.2,100,100,25.32,CA,1611604218
Quzhou,28.9594,118.8686,50.38,91,100,3.47,CN,1611604218
Sur,22.5667,59.5289,66.22,63,0,5.12,OM,1611604218
Kotelnikowo,47.6317,43.1461,34.18,91,18,15.43,RU,1611604218
Viña del Mar,-33.0246,-71.5518,66.2,77,20,8.05,CL,1611604219
Ingham,42.6,-84.3833,32.0,74,75,5.75,US,1611604219
Plymouth,41.8334,-70.8328,39.0,30,1,13.8,US,1611604115
Buin,-33.7333,-70.75,90.0,28,20,10.36,CL,1611604219
Saint-Augustin,51.226,-58.6502,33.24,93,99,8.05,CA,1611604219
Ternate,0.8,127.4,78.85,81,97,8.37,ID,1611604220
Cochrane,51.1834,-114.4687,7.0,85,90,10.36,CA,1611604220
Laas,46.6166,10.7002,28.4,74,0,2.3,IT,1611604220
Labuhan,-6.8844,112.2051,77.65,81,99,4.54,ID,1611604220
Kitimat,54.0524,-128.6534,30.0,84,36,1.01,CA,1611604220
Tsimmerbude,54.675,20.1347,36.0,100,75,4.47,RU,1611604221
Salinópolis,-0.6136,-47.3561,79.95,78,100,5.17,BR,1611604221
Sabang,5.8933,95.3214,80.78,80,100,12.28,ID,1611604221
Ouadda,8.0777,22.4007,77.58,20,0,7.2,CF,1611604221
Koungou,-12.7336,45.2042,78.8,78,0,2.3,YT,1611604221
Deniliquin,-35.5333,144.9667,72.0,90,96,1.01,AU,1611604222
Mayumba,-3.432,10.6554,79.02,88,53,7.94,GA,1611604222
Pueblo Nuevo,23.3833,-105.3833,64.24,29,0,10.83,MX,1611604222
Māngrol,21.1167,70.1167,63.95,30,0,13.31,IN,1611604222
Caçu,-18.5567,-51.1308,80.87,62,94,4.32,BR,1611604222
Katsuura,35.1333,140.3,39.2,81,20,8.05,JP,1611604048
Tsaitien,30.5833,114.0333,41.0,93,40,4.47,CN,1611604223
Morro Bay,35.3658,-120.8499,53.01,68,82,11.01,US,1611604223
Morondava,-20.2833,44.2833,83.34,78,47,8.95,MG,1611604223
Gimli,50.6336,-96.9907,-13.0,70,68,2.3,CA,1611604223
Souillac,-20.5167,57.5167,77.0,83,75,4.61,MU,1611604224
Lichinga,-13.3128,35.2406,66.2,94,75,3.62,MZ,1611604207
Xiaoweizhai,26.1903,107.5125,45.27,84,100,4.25,CN,1611604224
Kashgar,39.4547,75.9797,24.8,63,100,6.71,CN,1611604224
Pacific Grove,36.6177,-121.9166,51.01,72,43,11.99,US,1611604224
Ndélé,8.4109,20.6473,79.79,20,100,5.66,CF,1611604224
Camargo,27.6667,-105.1667,70.21,20,0,17.13,MX,1611604225
Sakakah,29.9697,40.2064,53.6,26,0,4.61,SA,1611604225
Huilong,31.8111,121.655,52.0,98,100,5.17,CN,1611604225
Coos Bay,43.3665,-124.2179,41.0,93,90,9.22,US,1611604225
Luga,58.7372,29.8453,33.94,96,100,5.5,RU,1611604226
Norman Wells,65.282,-126.8329,-16.6,83,75,4.61,CA,1611604226
Batagay,67.6333,134.6333,-43.98,75,86,1.34,RU,1611604226
Chapecó,-27.0964,-52.6183,71.6,100,75,4.61,BR,1611604178
Dzhebariki-Khaya,62.2167,135.8,-53.48,61,0,1.86,RU,1611604226
